Country;Species;Production system;Herd type;Variable;Unit;Value;GAEZ
Cape Verde;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;0.0;Tropics, warm
Cape Verde;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;0.0;Tropics, warm
Cape Verde;Pigs;All systems;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Cape Verde;Pigs;All systems;;INTAKE: Total intake;kg DM/year;;Tropics, warm
Cape Verde;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Cape Verde;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;;Tropics, warm
Cape Verde;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;;Tropics, warm
Cape Verde;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Cape Verde;Pigs;Intermediate;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Cape Verde;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;;Tropics, warm
Cape Verde;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Cape Verde;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;;Tropics, warm
Cape Verde;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;;Tropics, warm
Cape Verde;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Cape Verde;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;0.0;Tropics, warm
Cape Verde;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;;Tropics, warm
Cape Verde;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;0.0;Tropics, warm
Central African Republic;Chickens;All systems;;INTAKE: Total intake;kg DM/year;162238966.14112636;Tropics, warm
Central African Republic;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;72548562.14922056;Tropics, warm
Central African Republic;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;60290953.97944717;Tropics, warm
Central African Republic;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;27979794.267612882;Tropics, warm
Central African Republic;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;1419655.7448457647;Tropics, warm
Central African Republic;Chickens;All systems;;HERD: total number of animals;heads/year;6132296.298586161;Tropics, warm
Central African Republic;Chickens;Layers;;INTAKE: Total intake;kg DM/year;7622167.1022667205;Tropics, warm
Central African Republic;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Central African Republic;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;5183073.62954137;Tropics, warm
Central African Republic;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;1829320.1045440128;Tropics, warm
Central African Republic;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;609773.3681813376;Tropics, warm
Central African Republic;Chickens;Layers;;HERD: total number of animals;heads/year;62808.084279696785;Tropics, warm
Central African Republic;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;11345688.55060076;Tropics, warm
Central African Republic;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;17519850.38294234;Tropics, warm
Central African Republic;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;8794861.93323504;Tropics, warm
Central African Republic;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;2138419.4979236713;Tropics, warm
Central African Republic;Pigs;All systems;;HERD: total number of animals;heads/year;1076148.646568877;Tropics, warm
Central African Republic;Pigs;All systems;;INTAKE: Total intake;kg DM/year;55158372.87542278;Tropics, warm
Central African Republic;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;10379028.395328434;Tropics, warm
Central African Republic;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;28778704.759025;Tropics, warm
Central African Republic;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;15962817.897883885;Tropics, warm
Central African Republic;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;37821.82318547044;Tropics, warm
Central African Republic;Pigs;Intermediate;;HERD: total number of animals;heads/year;42541.50659060756;Tropics, warm
Central African Republic;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;3263230.898780623;Tropics, warm
Central African Republic;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Central African Republic;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;2404964.4825685713;Tropics, warm
Central African Republic;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;825634.1072242453;Tropics, warm
Central African Republic;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;32632.308987806224;Tropics, warm
Central African Republic;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;45470129.270291716;Tropics, warm
Central African Republic;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;41704115.81512724;Tropics, warm
Central African Republic;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;185103267.37789872;Tropics, warm
Chad;Chickens;All systems;;INTAKE: Total intake;kg DM/year;150301579.10476348;Tropics, warm
Chad;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;75158648.20278929;Tropics, warm
Chad;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;33822093.95474684;Tropics, warm
Chad;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;41268926.350657485;Tropics, warm
Chad;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;51910.59656982135;Tropics, warm
Chad;Chickens;All systems;;HERD: total number of animals;heads/year;5558310.647659489;Tropics, warm
Chad;Chickens;Layers;;INTAKE: Total intake;kg DM/year;369501.401993739;Tropics, warm
Chad;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Chad;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;251260.95335574253;Tropics, warm
Chad;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;88680.33647849737;Tropics, warm
Chad;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;29560.11215949912;Tropics, warm
Chad;Chickens;Layers;;HERD: total number of animals;heads/year;3044.4429717851976;Tropics, warm
Chad;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;2578841.833286236;Tropics, warm
Chad;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;17734123.789945893;Tropics, warm
Chad;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;4852973.580499286;Tropics, warm
Chad;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;103667.57751667101;Tropics, warm
Chad;Pigs;All systems;;HERD: total number of animals;heads/year;31392.127429794244;Tropics, warm
Chad;Pigs;All systems;;INTAKE: Total intake;kg DM/year;1707676.3112393587;Tropics, warm
Chad;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;341535.2622478718;Tropics, warm
Chad;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;611272.1307800815;Tropics, warm
Chad;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;754527.3829491577;Tropics, warm
Chad;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;341.5352622478718;Tropics, warm
Chad;Pigs;Intermediate;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Chad;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Chad;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Chad;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Chad;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Chad;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Chad;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;1276894.551737088;Tropics, warm
Chad;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;984300.236329939;Tropics, warm
Chad;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;8212633.040689588;Tropics, warm
Colombia;Chickens;All systems;;INTAKE: Total intake;kg DM/year;5228125207.095926;Tropics, warm
Colombia;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;237918609.51635993;Tropics, warm
Colombia;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;3590388240.7166057;Tropics, warm
Colombia;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;1212298959.186445;Tropics, warm
Colombia;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;187519397.67651558;Tropics, warm
Colombia;Chickens;All systems;;HERD: total number of animals;heads/year;112657359.23992413;Tropics, warm
Colombia;Chickens;Layers;;INTAKE: Total intake;kg DM/year;1530703903.2722342;Tropics, warm
Colombia;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Colombia;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;1178642005.5196202;Tropics, warm
Colombia;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;229605585.4908351;Tropics, warm
Colombia;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;122456312.26177874;Tropics, warm
Colombia;Chickens;Layers;;HERD: total number of animals;heads/year;11977959.341734806;Tropics, warm
Colombia;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;1170159290.7377083;Tropics, warm
Colombia;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;304255417.53340083;Tropics, warm
Colombia;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;543367197.1986226;Tropics, warm
Colombia;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;607962397.4067913;Tropics, warm
Colombia;Pigs;All systems;;HERD: total number of animals;heads/year;5161673.181179438;Tropics, warm
Colombia;Pigs;All systems;;INTAKE: Total intake;kg DM/year;509384693.0937437;Tropics, warm
Colombia;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;49221473.19862424;Tropics, warm
Colombia;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;293966742.0242737;Tropics, warm
Colombia;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;162349396.54434818;Tropics, warm
Colombia;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;3847081.3264975473;Tropics, warm
Colombia;Pigs;Intermediate;;HERD: total number of animals;heads/year;258486.45578063116;Tropics, warm
Colombia;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;25337863.32222021;Tropics, warm
Colombia;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Colombia;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;16904688.259450298;Tropics, warm
Colombia;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;8179796.42954771;Tropics, warm
Colombia;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;253378.6332222021;Tropics, warm
Colombia;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;629013434.1816099;Tropics, warm
Colombia;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;326206288.5269505;Tropics, warm
Colombia;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;1048927756.364841;Tropics, warm
Comoros;Chickens;All systems;;INTAKE: Total intake;kg DM/year;3690226.896590007;Tropics, warm
Comoros;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Comoros;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;2564162.91619475;Tropics, warm
Comoros;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;940463.0816951469;Tropics, warm
Comoros;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;185600.8987001101;Tropics, warm
Comoros;Chickens;All systems;;HERD: total number of animals;heads/year;462916.5964470889;Tropics, warm
Comoros;Chickens;Layers;;INTAKE: Total intake;kg DM/year;1863272.6794718325;Tropics, warm
Comoros;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Comoros;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;1267025.422040846;Tropics, warm
Comoros;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;447185.44307323976;Tropics, warm
Comoros;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;149061.8143577466;Tropics, warm
Comoros;Chickens;Layers;;HERD: total number of animals;heads/year;15353.3826449594;Tropics, warm
Comoros;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;677162.4627319685;Tropics, warm
Comoros;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;247678.4854224134;Tropics, warm
Comoros;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;1126263.9626350768;Tropics, warm
Comoros;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;522749.27386066027;Tropics, warm
Comoros;Pigs;All systems;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Comoros;Pigs;All systems;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;Intermediate;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Comoros;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Comoros;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;0.0;Tropics, warm
Comoros;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;0.0;Tropics, warm
Comoros;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;0.0;Tropics, warm
Congo;Chickens;All systems;;INTAKE: Total intake;kg DM/year;68269839.74928516;Tropics, warm
Congo;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;14326063.022989212;Tropics, warm
Congo;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;36201984.559911095;Tropics, warm
Congo;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;16450554.568391139;Tropics, warm
Congo;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;1291237.597993712;Tropics, warm
Congo;Chickens;All systems;;HERD: total number of animals;heads/year;2409830.7340434636;Tropics, warm
Congo;Chickens;Layers;;INTAKE: Total intake;kg DM/year;6041919.549941632;Tropics, warm
Congo;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Congo;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;4108505.2939603096;Tropics, warm
Congo;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;1450060.6919859918;Tropics, warm
Congo;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;483353.5639953306;Tropics, warm
Congo;Chickens;Layers;;HERD: total number of animals;heads/year;49786.721783338806;Tropics, warm
Congo;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;9695375.58641476;Tropics, warm
Congo;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;5140579.177468296;Tropics, warm
Congo;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;4645817.772296759;Tropics, warm
Congo;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;1695075.1770545037;Tropics, warm
Congo;Pigs;All systems;;HERD: total number of animals;heads/year;148135.16756121579;Tropics, warm
Congo;Pigs;All systems;;INTAKE: Total intake;kg DM/year;10380523.822635544;Tropics, warm
Congo;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;630240.3115248412;Tropics, warm
Congo;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;6126898.621823932;Tropics, warm
Congo;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;3522369.1336823273;Tropics, warm
Congo;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;101015.75560444381;Tropics, warm
Congo;Pigs;Intermediate;;HERD: total number of animals;heads/year;56045.44719323301;Tropics, warm
Congo;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;4420093.000730779;Tropics, warm
Congo;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Congo;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;2750805.172252998;Tropics, warm
Congo;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;1625086.8984704728;Tropics, warm
Congo;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;44200.93000730778;Tropics, warm
Congo;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;12929176.239955503;Tropics, warm
Congo;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;12599103.38726192;Tropics, warm
Congo;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;13511093.560548857;Tropics, warm
Cook Islands;Chickens;All systems;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;All systems;;HERD: total number of animals;heads/year;19996.71063381542;Tropics, warm
Cook Islands;Chickens;Layers;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Cook Islands;Chickens;Layers;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Cook Islands;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;6982.659537901581;Tropics, warm
Cook Islands;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;0.0;Tropics, warm
Cook Islands;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;0.0;Tropics, warm
Cook Islands;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;0.0;Tropics, warm
Cook Islands;Pigs;All systems;;HERD: total number of animals;heads/year;32213.462172362604;Tropics, warm
Cook Islands;Pigs;All systems;;INTAKE: Total intake;kg DM/year;2898397.8163754917;Tropics, warm
Cook Islands;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;2760378.872738563;Tropics, warm
Cook Islands;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;88332.123927634;Tropics, warm
Cook Islands;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;46926.440836555565;Tropics, warm
Cook Islands;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;2760.3788727385627;Tropics, warm
Cook Islands;Pigs;Intermediate;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Cook Islands;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Cook Islands;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Cook Islands;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Cook Islands;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Cook Islands;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Cook Islands;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;2810104.0467473785;Tropics, warm
Cook Islands;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;3212872.3975877026;Tropics, warm
Cook Islands;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;85166268.745025;Tropics, warm
Costa Rica;Chickens;All systems;;INTAKE: Total intake;kg DM/year;709687502.4160421;Tropics, warm
Costa Rica;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;26598359.116920296;Tropics, warm
Costa Rica;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;482483101.8888492;Tropics, warm
Costa Rica;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;174197049.85321024;Tropics, warm
Costa Rica;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;26408991.557062365;Tropics, warm
Costa Rica;Chickens;All systems;;HERD: total number of animals;heads/year;15060650.221665077;Tropics, warm
Costa Rica;Chickens;Layers;;INTAKE: Total intake;kg DM/year;219490078.72805876;Tropics, warm
Costa Rica;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Costa Rica;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;158032856.6842023;Tropics, warm
Costa Rica;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;43898015.74561176;Tropics, warm
Costa Rica;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;17559206.2982447;Tropics, warm
Costa Rica;Chickens;Layers;;HERD: total number of animals;heads/year;1833309.399650002;Tropics, warm
Costa Rica;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;158661432.87454882;Tropics, warm
Costa Rica;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;41538087.29229925;Tropics, warm
Costa Rica;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;111092848.41088691;Tropics, warm
Costa Rica;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;80037870.75000165;Tropics, warm
Costa Rica;Pigs;All systems;;HERD: total number of animals;heads/year;438195.30733346386;Tropics, warm
Costa Rica;Pigs;All systems;;INTAKE: Total intake;kg DM/year;43332544.725100584;Tropics, warm
Costa Rica;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;410212.8228423386;Tropics, warm
Costa Rica;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;24459566.955326807;Tropics, warm
Costa Rica;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;17698063.979466934;Tropics, warm
Costa Rica;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;764700.9674645029;Tropics, warm
Costa Rica;Pigs;Intermediate;;HERD: total number of animals;heads/year;21909.53703245048;Tropics, warm
Costa Rica;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;2154821.3760410417;Tropics, warm
Costa Rica;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Costa Rica;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;1149719.44737083;Tropics, warm
Costa Rica;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;983553.7149098013;Tropics, warm
Costa Rica;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;21548.213760410417;Tropics, warm
Costa Rica;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;70571065.47312805;Tropics, warm
Costa Rica;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;62761202.37209995;Tropics, warm
Costa Rica;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;86839096.92648843;Tropics, warm
Cuba;Chickens;All systems;;INTAKE: Total intake;kg DM/year;990550215.4473788;Tropics, warm
Cuba;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;627636681.9059379;Tropics, warm
Cuba;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;182002670.21314964;Tropics, warm
Cuba;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;180910863.32829118;Tropics, warm
Cuba;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Cuba;Chickens;All systems;;HERD: total number of animals;heads/year;30949448.27899523;Tropics, warm
Cuba;Chickens;Layers;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Cuba;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Cuba;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Cuba;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Cuba;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Cuba;Chickens;Layers;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Cuba;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;13813629.975154243;Tropics, warm
Cuba;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;111046628.38944411;Tropics, warm
Cuba;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;21364401.144571908;Tropics, warm
Cuba;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;0.0;Tropics, warm
Cuba;Pigs;All systems;;HERD: total number of animals;heads/year;1591450.6284966567;Tropics, warm
Cuba;Pigs;All systems;;INTAKE: Total intake;kg DM/year;157439993.85206276;Tropics, warm
Cuba;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;31487998.770412546;Tropics, warm
Cuba;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;63367761.36346012;Tropics, warm
Cuba;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;62552745.71941969;Tropics, warm
Cuba;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;31487.998770412545;Tropics, warm
Cuba;Pigs;Intermediate;;HERD: total number of animals;heads/year;0.0;Tropics, warm
