Domain,Area,Element,Item,Year,Unit,Value
Fertilizers by Nutrient,Saint Vincent and the Grenadines,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Samoa,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,6
Fertilizers by Nutrient,San Marino,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Sao Tome and Principe,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Saudi Arabia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,125000
Fertilizers by Nutrient,Senegal,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,27170
Fertilizers by Nutrient,Serbia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,213441
Fertilizers by Nutrient,Serbia and Montenegro,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Seychelles,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,10
Fertilizers by Nutrient,Sierra Leone,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Singapore,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,27555.09
Fertilizers by Nutrient,Slovakia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,92969
Fertilizers by Nutrient,Slovenia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,27328
Fertilizers by Nutrient,Solomon Islands,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Somalia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,South Africa,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,395000
Fertilizers by Nutrient,South Sudan,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Spain,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,941100
Fertilizers by Nutrient,Sri Lanka,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,166096
Fertilizers by Nutrient,Sudan,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Sudan (former),Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,129410
Fertilizers by Nutrient,Suriname,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,9844
Fertilizers by Nutrient,Svalbard and Jan Mayen Islands,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Sweden,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,167194
Fertilizers by Nutrient,Switzerland,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,50829
Fertilizers by Nutrient,Syrian Arab Republic,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,119175
Fertilizers by Nutrient,Tajikistan,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,45490
Fertilizers by Nutrient,Thailand,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,1607075.87
Fertilizers by Nutrient,Timor-Leste,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
