"Country","All Classes","Arctic","Boreal, cold","Boreal, very cold","Subtropics, cold","Subtropics, cool","Subtropics, very cold","Subtropics, warm/mod. cool","Temperate, cold","Temperate, cool","Temperate, very cold","Tropics, cool/cold/very cold","Tropics, warm","Undefined"
"Oman",308913.19858407974,0.0,0.0,0.0,0.0,0.0,0.0,13345.516791462898,0.0,0.0,0.0,1113.4570007324219,294454.2247918844,0.0
"Pakistan",796442.7978031635,0.0,0.0,0.0,9959.633364737034,84911.30872005224,7699.7850179076195,635580.195923388,0.0,0.0,0.0,0.0,58291.091018378735,0.7837586998939514
"Palau",460.7477894425392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.888430416584,0.8593590259552002
"Panama",75505.52600777149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056.7914659380913,72447.8843164444,0.8502253890037537
"Papua New Guinea",465247.5321213007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47684.95287322998,417530.12868088484,32.450567185878754
"Paraguay",401177.0955978036,0.0,0.0,0.0,0.0,0.0,0.0,79410.73552078009,0.0,0.0,0.0,0.0,321766.3600770235,0.0
"Peru",1299324.2969124317,0.0,0.0,0.0,0.0,0.0,0.0,15024.079092383385,0.0,0.0,0.0,517297.7976207137,766999.0461532474,3.3740460872650146
"Philippines",297462.5496252179,0.0,0.0,0.0,0.0,0.0,0.0,4.026062965393066,0.0,0.0,0.0,4586.643035888672,292650.5238170028,221.35670936107635
"Poland",310170.6281886399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.00342202186584,309938.99062660336,38.63414001464844,0.0,0.0,0.0
"Portugal",88613.15535598993,0.0,0.0,0.0,0.0,19418.093494951725,0.0,69195.06186103821,0.0,0.0,0.0,0.0,0.0,0.0
"Qatar",11401.47639375925,0.0,0.0,0.0,0.0,0.0,0.0,11400.701044619083,0.0,0.0,0.0,0.0,0.0,0.7753491401672363
"Republic of Korea",99048.24787896872,0.0,0.0,0.0,0.0,1499.559232711792,0.0,198.88117456436157,0.0,97340.63272166252,0.0,0.0,0.0,9.174750030040741
"Romania",237266.43135744333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6083.9825274944305,231182.4488299489,0.0,0.0,0.0,0.0
"Russian Federation",1.685809591820635E7,1107018.826129213,8685405.08546777,873082.32272017,0.0,871.2030715942383,0.0,220.1593677997589,2321034.0977206826,3759005.63996014,57480.22622150183,0.0,0.0,53978.35754747689
"Rwanda",25366.709375202656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19881.30087172985,5485.408503472805,0.0
"Saint Kitts and Nevis",280.0497941970825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0497941970825,0.0
"Saint Lucia",618.7760756611824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.7760756611824,0.0
"Saint Vincent and the Grenadines",456.6058034300804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.6058034300804,0.0
"Samoa",2892.0591188669205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2891.2237977981567,0.8353210687637329
"San Marino",59.90901678800583,0.0,0.0,0.0,0.0,8.651540219783783,0.0,0.0,0.0,51.257476568222046,0.0,0.0,0.0,0.0
"Sao Tome and Principe",1015.3880767822266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.3880767822266,0.0
"Saudi Arabia",1932471.1802973747,0.0,0.0,0.0,0.0,0.0,0.0,1315735.2588675618,0.0,0.0,0.0,16188.196961402893,600527.0988622308,20.625606179237366
"Senegal",197836.97532725334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197833.6339826584,3.3413445949554443
"Seychelles",449.9753367304802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.1123635172844,17.8629732131958
"Sierra Leone",72810.07579219341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72810.07579219341,0.0
"Singapore",600.4972053170204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.4972053170204,0.0
"Slovakia",48836.65441793203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.2100372314453,47640.06895726919,73.37542343139648,0.0,0.0,0.0
"Slovenia",20241.522805154324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.320104598999,19882.202700555325,0.0,0.0,0.0,0.0
"Solomon Islands",28881.11126345396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.80709075927734,28780.14115869999,16.163013994693756
"Somalia",637314.0702090263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1813.1633987426758,635500.0542947054,0.8525155782699585
"South Africa",1222734.6989136338,332.3650372028351,0.0,0.0,105.0911340713501,7677.440278232098,0.0,953771.5876773596,0.0,0.0,0.0,151844.78895437717,109003.42583239079,0.0
