Domain,Area,Element,Item,Year,Unit,Value
Fertilizers indicators,Panama,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,28.52
Fertilizers indicators,Papua New Guinea,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,15.97
Fertilizers indicators,Paraguay,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,19.29
Fertilizers indicators,Peru,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,41.44
Fertilizers indicators,Philippines,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,55.96
Fertilizers indicators,Pitcairn Islands,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Poland,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,97.25
Fertilizers indicators,Portugal,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,53.85
Fertilizers indicators,Puerto Rico,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Qatar,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Republic of Korea,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,124.39
Fertilizers indicators,Republic of Moldova,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,7.74
Fertilizers indicators,Réunion,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Romania,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,31.82
Fertilizers indicators,Russian Federation,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,9.67
Fertilizers indicators,Rwanda,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,0.07
Fertilizers indicators,"Saint Helena, Ascension and Tristan da Cunha",Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Saint Kitts and Nevis,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,5
Fertilizers indicators,Saint Lucia,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,25.2
Fertilizers indicators,Saint Pierre and Miquelon,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Saint Vincent and the Grenadines,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Samoa,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,0.2
Fertilizers indicators,San Marino,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Sao Tome and Principe,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Saudi Arabia,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,36.7
Fertilizers indicators,Senegal,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,7.04
Fertilizers indicators,Serbia,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,75.04
Fertilizers indicators,Serbia and Montenegro,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Seychelles,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,4.17
Fertilizers indicators,Sierra Leone,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Singapore,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Slovakia,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,65.59
Fertilizers indicators,Slovenia,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,115.64
Fertilizers indicators,Solomon Islands,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
